Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,71,Pro Cup,"Alessandro Pierguidi, Alessio Rovera, Antonio Fuoco",Iron Lynx,Ferrari 488 GT3,1:47.031,50,
2,63,Pro Cup,"Mirko Bortolotti, Jack Aitken, Albert Costa",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:47.434,50,3.077
3,54,Pro Cup,"Klaus Bachler, Alessio Picariello, Matteo Cairoli",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:47.133,50,3.913
4,32,Pro Cup,"Dries Vanthoor, Ricardo Feller, Charles Weerts",Team WRT,Audi R8 LMS evo II GT3,1:47.637,50,26.506
5,88,Pro Cup,"Raffaele Marciello, Daniel Juncadella, Jules Gounon",AMG Team AKKODIS ASP,Mercedes-AMG GT3,1:47.913,50,34.840
6,2,Pro Cup,"Maro Engel, Luca Stolz, Steijn Schothorst",AMG Team GetSpeed,Mercedes-AMG GT3,1:47.857,50,37.930
7,12,Pro Cup,"Christopher Haase, Mattia Drudi, Luca Ghiotto",Tresor by Car Collection,Audi R8 LMS evo II GT3,1:48.008,50,38.179
8,159,Silver Cup,"Vargas Manuel Maldonado, Dean Macdonald, Nicolai Kjaergaard",Garage 59,McLaren 720S GT3,1:47.761,50,42.006
9,46,Pro Cup,"Frederic Vervisch, Nico Müller, Valentino Rossi",Team WRT,Audi R8 LMS evo II GT3,1:47.736,50,42.380
10,25,Pro Cup,"Christopher Mies, Patric Niederhauser, Lucas Legeret",Sainteloc Junior Team,Audi R8 LMS evo II GT3,1:47.951,50,42.801
11,111,Pro Cup,"Christian Klien, Vincent Abril, Dennis Lind",JP Motorsport,McLaren 720S GT3,1:47.917,50,49.030
12,98,Pro Cup,"Philipp Eng, Augusto Farfus, Nick Yelloly",Rowe Racing,BMW M4 GT3,1:48.147,50,49.252
13,38,Pro Cup,"Rob Bell, Oliver Wilkinson, Marvin Kirchhöfer",Jota,McLaren 720S GT3,1:47.673,50,49.595
14,30,Silver Cup,"Jean-Baptiste Simmenauer, Benjamin Goethe, Thomas Neubauer",Team WRT,Audi R8 LMS evo II GT3,1:48.021,50,52.489
15,50,Pro Cup,"Daniel Harper, Neil Verhagen, Max Hesse",Rowe Racing,BMW M4 GT3,1:48.288,50,1:04.143
16,99,Silver Cup,"Marius Zug, Nicolas Schöll, Alex Aka",Attempto Racing,Audi R8 LMS evo II GT3,1:48.261,50,1:09.679
17,14,Silver Cup,"Mick Wishofer, Stuart White, Konsta Lappalainen",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:47.510,50,1:09.953
18,777,Silver Cup,"Al Faisal Al Zubair, Axcil Jefferies, Fabian Schiller",Al Manar Racing by HRT,Mercedes-AMG GT3,1:48.459,50,1:11.540
19,26,Silver Cup,"Nicolas Baert, Cesar Gazeau, Aurelien Panis",Sainteloc Junior Team,Audi R8 LMS evo II GT3,1:47.737,50,1:11.912
20,3,Silver Cup,"Sebastien Baud, Jeffrey Kingsley, Valdemar Eriksen",GetSpeed,Mercedes-AMG GT3,1:48.300,50,1:12.956
21,563,Silver Cup,"Michele Beretta, Yuki Nemoto, Benjamin Hites",VSR,Lamborghini Huracan GT3 Evo,1:48.165,50,1:13.682
22,11,Silver Cup,"Hugo Valente, Thierry Vermeulen, Lorenzo Patrese",Tresor by Car Collection,Audi R8 LMS evo II GT3,1:48.460,50,1:14.338
23,90,Silver Cup,"Ezequiel Perez Companc, Sean Walkinshaw",Madpanda Motorsport,Mercedes-AMG GT3,1:48.608,50,1:28.625
24,4,Silver Cup,"Jannes Fittje, Jordan Love, Alain Valente",Haupt Racing Team,Mercedes-AMG GT3,1:48.508,50,1:29.360
25,83,Gold Cup,"Rahel Frey, Sarah Bovy, Michelle Gatting",Iron Dames,Ferrari 488 GT3,1:47.511,50,1:29.978
26,51,Pro Cup,"Miguel Molina, Nicklas Nielsen, Giancarlo Fisichella",Iron Lynx,Ferrari 488 GT3,1:47.523,50,1:38.842
27,77,Silver Cup,"Alex MacDowall, Jordan Witt, James Dorlin",Barwell Motorsport,Lamborghini Huracan GT3 Evo,1:48.071,50,1:41.215
28,5,Gold Cup,"Florian Scholze, Arjun Maini, Hubert Haupt",Haupt Racing Team,Mercedes-AMG GT3,1:48.532,50,1:43.121
29,163,Silver Cup,"Baptiste Moulin, Andrea Cola, Marcus Paverud",VSR,Lamborghini Huracan GT3 Evo,1:48.937,50,1:46.751
30,911,Gold Cup,"Ralf Bohn, Alfred Renauer, Robert Renauer",Herberth Motorsport,Porsche 911 GT3-R (991.II),1:48.132,50,1:47.058
31,87,Silver Cup,"Casper Stevenson, Thomas Drouet, Tommaso Mosca",AKKODIS ASP Team,Mercedes-AMG GT3,1:47.742,49,2.351
32,91,Pro-AM Cup,"Alex Malykhin, Ayhancan Guven",Allied Racing,Porsche 911 GT3-R (991.II),1:47.561,49,15.396
33,93,Gold Cup,"Eddie Cheever, Jonathan Hui, Chris Froggatt",SKY - Tempesta Racing,Mercedes-AMG GT3,1:49.041,49,16.415
34,112,Gold Cup,"Maciej Blazek, Patryk Krupinski, Norbert Siedler",JP Motorsport,McLaren 720S GT3,1:48.505,49,19.349
35,21,Gold Cup,"Hugo Delacour, Cedric Sbirrazzuoli, Alessandro Balzan",AF Corse,Ferrari 488 GT3,1:48.484,49,20.009
36,57,Gold Cup,"Jens Liebhauser, Lorenzo Ferrari, Lucas Auer",Winward Racing,Mercedes-AMG GT3,1:48.148,49,20.414
37,8,Gold Cup,"Nicolas Gomar, Mike Parisy, Loris Cabirou",AGS Events,Lamborghini Huracan GT3 Evo,1:48.933,49,25.318
38,56,Silver Cup,"Giorgio Roda, Marius Nakken, Mikkel O. Pedersen",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:47.920,49,25.897
39,7,Gold Cup,"Oliver Millroy, Frederik Schandorff, Brendan Iribe",Inception Racing,McLaren 720S GT3,1:48.178,49,27.417
40,10,Gold Cup,"Karim Ojjeh, Benjamin Lessennes, Adam Eteki",Boutsen Racing,Audi R8 LMS evo II GT3,1:48.161,49,34.516
41,27,Silver Cup,"Isaac Tutumlu Lopez, Taylor Cooke, Brendon Leitch",Leipert Motorsport,Lamborghini Huracan GT3 Evo,1:48.259,49,37.577
42,33,Gold Cup,"Arnold Robin, Maxime Robin, Ryuichiro Tomita",Team WRT,Audi R8 LMS evo II GT3,1:48.879,49,41.457
43,20,Pro-AM Cup,"Ian Loggie, Valentin Pierburg, Dominik Baumann",SPS automotive performance,Mercedes-AMG GT3,1:49.355,49,58.886
44,52,Pro-AM Cup,"Stefano Costantini, Louis Machiels, Andrea Bertolini",AF Corse,Ferrari 488 GT3,1:48.912,48,1:03.979
45,188,Pro-AM Cup,"Alexander West, Miguel Ramos, Henrique Chaves",Garage 59,McLaren 720S GT3,1:48.841,43,59.142
46,66,Pro Cup,"Markus Winkelhock, Kim Luis Schramm, Dennis Marschall",Attempto Racing,Audi R8 LMS evo II GT3,1:48.552,15,-1:03:39.045
47,19,Pro Cup,"Leo Roussel, Giacomo Altoe, Arthur Rougier",Emil Frey Racing,Lamborghini Huracan GT3 Evo,,2,-1:27:06.233
48,31,Silver Cup,"Diego Menchaca, Lewis Proctor, Finlay Hutchison",Team WRT,Audi R8 LMS evo II GT3,,2,-1:26:56.400
