Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,88,Pro Cup,"Timur Boguslavskiy, Raffaele Marciello",AKKA ASP,Mercedes-AMG GT3,1:32.256,,
2,32,Pro Cup,"Charles Weerts, Dries Vanthoor",Team WRT,Audi R8 LMS GT3,1:32.381,,0.125
3,90,Silver Cup,"Ezequiel Perez Companc, Rik Breukers",Madpanda Motorsport,Mercedes-AMG GT3,1:32.382,,0.126
4,14,Silver Cup,"Ricardo Feller, Alex Fontana",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:32.420,,0.164
5,7,Silver Cup,"Oscar Tunjo, Juuso Puhakka",Toksport WRT,Mercedes-AMG GT3,1:32.552,,0.296
6,89,Pro Cup,"Petru Razvan Umbrarescu, Jules Gounon",AKKA ASP,Mercedes-AMG GT GT3 2020,1:32.619,,0.363
7,25,Pro Cup,"Leo Roussel, Christopher Haase",Sainteloc Racing,Audi R8 LMS GT3,1:32.643,,0.387
8,26,Pro Cup,"Aurelien Panis, Markus Winkelhock",Sainteloc Racing,Audi R8 LMS GT3,1:32.673,,0.417
9,99,Silver Cup,"Dennis Marschall, Alex Aka",Attempto Racing,Audi R8 LMS GT3,1:32.673,,0.417
10,38,Pro Cup,"Ben Barnicoat, Oliver Wilkinson",Jota,McLaren 720S GT3,1:32.685,,0.429
11,87,Silver Cup,"Konstantin Tereschenko, Jim Pla",AKKA ASP,Mercedes-AMG GT3,1:32.699,,0.443
12,159,Silver Cup,"Tuomas Tujula, Nicolai Kjaergaard",Garage 59,Aston Martin Vantage AMR GT3,1:32.866,,0.610
13,31,Silver Cup,"Frank Bird, Ryuichiro Tomita",Team WRT,Audi R8 LMS GT3,1:32.955,,0.699
14,114,Silver Cup,"Konsta Lappalainen, Arthur Rougier",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:33.147,,0.891
15,77,Pro-Am Cup,"Miguel Ramos, Henrique Chaves",Barwell Motorsport,Lamborghini Huracan GT3 Evo,1:33.175,,0.919
16,66,Pro Cup,"Kikko Galbiati, Mattia Drudi",Attempto Racing,Audi R8 LMS GT3,1:33.186,,0.930
17,30,Pro Cup,"Benjamin Goethe, Robin Frijns",Team WRT,Audi R8 LMS GT3,1:33.250,,0.994
18,93,Silver Cup,"Chris Froggatt, Edward Cheever",SKY - Tempesta Racing,Ferrari 488 GT3,1:33.268,,1.012
19,222,Pro Cup,"Julien Apotheloz, Klaus Bachler",Team Allied Racing,Porsche 911 GT3-R (991.II),1:33.309,,1.053
20,54,Pro Cup,"Adrien De Leener, Christian Engelhart",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:33.347,,1.091
21,20,Pro-Am Cup,"Valentin Pierburg, Dominik Baumann",SPS automotive performance,Mercedes-AMG GT3,1:33.534,,1.278
22,163,Pro Cup,"Norbert Siedler, Albert Costa",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:33.692,,1.436
23,107,Silver Cup,"Ulysse De Pauw, Pierre Alexandre Jean",CMR,Bentley Continental GT3,1:33.728,,1.472
24,6,Pro Cup,"Luca Stolz, Maro Engel",Mercedes-AMG Team Toksport WRT,Mercedes-AMG GT3,1:33.938,,1.682
25,188,Pro-Am Cup,"Alexander West, Jonny Adam",Garage 59,Aston Martin Vantage AMR GT3,1:34.053,,1.797
26,108,Pro Cup,"Stephane Richelmi, Nelson Panciatici",CMR,Bentley Continental GT3,1:34.151,,1.895
27,52,Pro-Am Cup,"Louis Machiels, Andrea Bertolini",AF Corse,Ferrari 488 GT3,1:34.239,,1.983
